Primary__Hotel Name,Primary__Google Travel,Primary__Total Reviews,Primary__Rating,Primary__Hotel Address,Primary__Contact Number,Primary__Official Website Link,Primary__Date,Primary__Check In Time,Primary__Check Out Time,Rates__Site Name,Rates__Price,Reviews__name,Reviews__review,Reviews__service rate__Rooms,Reviews__service rate__Service,Reviews__service rate__Location,Tripadvisor Ratings__Location,Tripadvisor Ratings__Cleanliness,Tripadvisor Ratings__Service,Tripadvisor Ratings__Value
,,,,,,,,,,,,Jordan Z,"Comfort suites allows anyone to come in and swim in their lovely indoor pool for $5 a head. Recently our family has made it a weekly thing to come here to swim with our kid for an hour or so, and it's a blast, they even have a toddler play pool playground thing. We must have been quite the nuisance though because they started to turn us away at the door saying they do not allow swimming if the hotel is past 50% capacity. I understand rules are rules however this rule simply did not exist for the past couple months. In fact on several occasions we have paid to go swimming while watching people being sent to other hotels as they have no more space. It's never been a problem as the hotel is somewhat business oriented and no one uses the pool. But for one reason or another they have started to enforce this rule in quite a cold shoulder fashion. Our three year old as you can imagine, is not impressed and neither are we. Great hotel with a couple nice employees, just don't cross paths with the manager, as she will most certainly make sure you know of her power as a manager if she so pleases. I will avoid this hotel because of the manager and the manager only.Edit- not sure why the review says it was posted 4 weeks ago, I posted this (as it says above) when my child was 3, he's 7 now. No worries on the closed pool, I assume that's what it is at every hotel/motel at this point in time. I do appreciate the reply, I'll bump my review from 3 to 4 stars, as the review was mainly reflecting on an employee at the time the review was actually posted.",,,,,,,
,,,,,,,,,,,,Esther V,"I’ll start off with positives. The pool area, the young man that worked at the front desk and the maintenance guy all real nice! Breakfast was decent with a lot of selections.  ||The beds were absolutely disgusting. We looked at 3 rooms. Stained.  Hairs. Just nasty",,,,,,,
,,,,,,,,,,,,Edward Knueppel Jr.,"The whirlpool was ""closed"", but it was just broken and cold. The pool was very cold. The parking lot lights shine right in your window. Breakfast was almost an hour late. Otherwise a nice hotel and clean.",5,5,4,,,,
,,,,,,,,,,,,Destiney Brown,"Took awile to check-in (understaffed). Pool was freezing. Whirlpool was closed (people where in it though, lukewarm water). Kids pool area was nice (again cold though). Largest and weird issue was parking lot lights were SO bright and shined right into windows, got up to close curtains and couldn't, because thick curtain was just a small panel (didn't shut all the way). So poor sleep from both parents. Breakfast was alright, did the job.",4,4,5,,,,
,,,,,,,,,,,,Dana Pelletier,Good: room was clean and comfortable. Pool was nice.Not so good: hot tub had way too much chlorine. Made my skin itch and burn. Breakfast only had one waffle iron and day we stayed there was a little League baseball team staying there too. Needless to say we ended up with no waffles. Need at least 3 more waffle stations for a place that big.pictures advertised a bar/lounge. There is none. (If due to covid whatever but remove pictures from website.),,,,,,,
,,,,,,,,,,,,Kayla Powell,"The room was pretty nice, bed was comfortable. The biggest issue with the stay was that at 2am the fire alarms started going off. A handful of patrons started our way off of our floor and down through the exits while smelling an extremely strong burning smell on the left, back half of the building. When we arrived to the lobby area, we were told by your male employee that it was a false alarm and that it had been tripped and it took a few of us telling him that there was a strong fire smell as we came down before he took it somewhat seriously. The fire department did not come until 20 minutes or more AFTER the alarms were turned off. The man from the desk and a fire/emt man went up to walk the halls to attempt to find the source and were telling us that it was an external heater that just ""got too hot"". None of the staff were going around, checking on the patrons nor did they seem to think that there should need to be any sort of quick response to a possible extreme emergency happening in this place. Heaven forbid there had been a full force fire/emergency that could've cost lives/damages. This event was very poorly handled and then to tell the patrons to go back to bed, not worry about it unless the alarms go off again, then to go back to the lobby area. Please train your employees better as to how to handle these situations.",,,,,,,
,,,,,,,,,,,,Nikki Land,"We really enjoyed the pool area even in the dead of winter! Our room was clean, modern and comfortable. The breakfast was good. As a whole, it's definitely a bargain for the price. We travel frequently for work and this hotel will go on our visit again list....Highly recommend!",5,5,5,,,,
,,,,,,,,,,,,Anonymous,"The property is nice with large rooms and a full breakfast offered daily. The pool area looked well kept, but didn't get a chance to experience it. …",,,,,,,
,,,,,,,,,,,,Anonymous,It would be better off bringing a tent. The room wasn’t cleaned before they allowed us to check in and dirty wash clothes what are you doing? Completely out were left in the shower. The AC unit was completely separated from the wall and daylight came through all around the unit.,,,,,,,
,,,,,,,,,,,,Anonymous,"The two-bedroom suite was exactly what we needed.  The reservationist was especially helpful.  Hot protein (eggs, meat) at breakfast sets this place apart.  So appreciated the super clean room.",,,,,,,
,,,,,,,,,,,,Anonymous,"Due to limited space, I'm unable to completely explain the event we experienced. We were locked out of our room for 2+ hours, sitting in the hallway in wet swimsuits. The hotel staff did not handle it appropriately and it soured our experience. The hotel was great but staff might need to be re-trained in customer service.",,,,,,,
,,,,,,,,,,,,Anonymous,Would not stay at this hotel again.  Did not meet our expectations.  Hot tub was not heated.  They cleaned our room 1 day when I asked more than 3 times,,,,,,,
,,,,,,,,,,,,Chris,"Would definitely stay here again. Hotel staff very friendly, room very clean and it was very quiet. Had a smoke detector that needed a battery change - was fixed immediately. …",,,,,,,
,,,,,,,,,,,,Tricia “Empress Taz Wu yi fan” Keip,"Over all not bad just not pleased with how hard there beds were and the fact that we were in a room that didnt have any view besides bricks. Everything elce like the breakfast and people were nice just not pleased with that one room and the bed. Then there was the snack machine, way over priced only took change and didnt have a change machine. Sorry just not happy with how hard things were over all there.",5,5,5,,,,
,,,,,,,,,,,,Anonymous,"Everything was really nice. Friendly staff and prompt service. We asked for early check in, which they don't normally do, and they accommodated for my toddlers sake. Pool area was awesome. …",,,,,,,
,,,,,,,,,,,,Anonymous,We stayed at the Comfort Suites in Johnson Creek because it was next to the Outlet mall.  …,,,,,,,
,,,,,,,,,,,,Randy Thorman,"The rooms are very nice and clean, breakfast is good but not great, pool great, check in super fast, friendly staff.Don't know why they built it here in the exterior part of the country. Not far from outlet store and city businesses.  It's just weird not close to hwy .",,,,,,,
,,,,,,,,,,,,Anonymous,We stayed here recently for a friend's wedding. We found this hotel because it was close to the wedding venue and instantly knew we wanted to stay here because of the children's area at the pool. …,,,,,,,
,,,,,,,,,,,,Bree H,Desk clerks could dress better.  They could be personable and polite.Couch was very uncomfortable. USB plug ins didn't work.Load ppl in hallway all night.Breakfast ran out of eggs and bacon. Wasn't refilled while we were there.Regular waffle batter was runny.For the price of the room I expected much more and better service.,,,,,,,
,,,,,,,,,,,,Courtney S.,"Went to a company party here of my husbands.  I was super impressed with the room that was rented for the party.  It felt nice and secluded from the rest of the hotel  almost as if it were a stand alone hall.  We also checked out the pool and it looks like it would be a blast for kids.  I didn't get to see the actual rooms,  but overall first impressions of hotel were good!  Seems like a newer hotel that's well kept.",,,,,,,
,,,,,,,,,,,,Anonymous,"No advance notice the pool was not going to be working, this was the sole reason we went there for my son. I have stayed here before and had zero complaints then. …",,,,,,,
,,,,,,,,,,,,Anonymous,"Went for a girls weekend with my daughters.  Accommodations were clean, quiet and very comfortable. Employees were friendly and helpful. Breakfast was amazing! We will be back!",,,,,,,
